               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  16,            0.031542,           0.0061361,                   0,             0.87498,             0.87356,             0.92821,             0.62493,            0.022364,           0.0028194,                   0,            0.008515,            0.008515,            0.008515
                  17,            0.031393,           0.0061412,                   0,             0.90968,             0.88373,              0.9395,             0.63547,            0.021972,           0.0027481,                   0,            0.008416,            0.008416,            0.008416
                  18,            0.031218,           0.0061542,                   0,             0.91997,             0.89533,             0.94468,             0.64378,            0.021649,           0.0027831,                   0,            0.008317,            0.008317,            0.008317
                  19,            0.030718,           0.0061714,                   0,             0.91031,             0.89664,             0.94372,             0.64031,             0.02188,           0.0027597,                   0,            0.008218,            0.008218,            0.008218
                  20,            0.031161,            0.006086,                   0,             0.92139,             0.89603,             0.94832,             0.65316,            0.021189,           0.0026457,                   0,            0.008119,            0.008119,            0.008119
                  21,            0.030582,           0.0061157,                   0,             0.89849,             0.88942,             0.94043,             0.64816,            0.021139,           0.0027594,                   0,             0.00802,             0.00802,             0.00802
                  22,            0.030351,           0.0059519,                   0,             0.92172,             0.89439,             0.95088,             0.66093,            0.020921,           0.0026369,                   0,            0.007921,            0.007921,            0.007921
                  23,            0.029716,           0.0059478,                   0,             0.91967,             0.89302,             0.95162,             0.66625,            0.020387,           0.0025919,                   0,            0.007822,            0.007822,            0.007822
                  24,            0.029947,             0.00595,                   0,             0.92547,             0.90446,             0.95336,              0.6696,            0.020346,             0.00259,                   0,            0.007723,            0.007723,            0.007723
                  25,            0.029896,           0.0060253,                   0,             0.92081,             0.90072,             0.95372,              0.6724,            0.020155,           0.0025672,                   0,            0.007624,            0.007624,            0.007624
                  26,            0.029833,           0.0058896,                   0,             0.92288,             0.90445,             0.95445,               0.679,            0.019829,           0.0025472,                   0,            0.007525,            0.007525,            0.007525
                  27,             0.02961,           0.0058252,                   0,             0.92954,             0.91329,             0.95995,             0.68204,            0.019572,           0.0025102,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.029505,           0.0059345,                   0,             0.92477,             0.90829,             0.95925,              0.6825,            0.019314,           0.0024971,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.029397,            0.005895,                   0,             0.92402,              0.9101,             0.95979,             0.68943,            0.019367,           0.0024815,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.029258,           0.0057747,                   0,             0.93405,             0.91911,             0.96191,             0.69386,            0.019109,           0.0024564,                   0,            0.007129,            0.007129,            0.007129
                  31,             0.02891,            0.005818,                   0,              0.9272,             0.91418,             0.96132,              0.6945,            0.019167,           0.0024651,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.028996,           0.0058109,                   0,             0.92522,             0.91298,             0.96199,             0.69735,            0.019053,           0.0024374,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.028803,           0.0057927,                   0,             0.92593,               0.922,             0.96333,             0.69845,            0.018878,           0.0024218,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.028654,            0.005789,                   0,             0.92337,             0.92257,             0.96276,             0.70016,            0.018917,           0.0024152,                   0,            0.006733,            0.006733,            0.006733
                  35,             0.02859,           0.0056563,                   0,             0.93365,             0.92344,             0.96589,              0.7037,            0.018734,           0.0024013,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.028729,            0.005834,                   0,             0.92594,             0.92776,             0.96538,             0.70984,            0.018467,            0.002375,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.028192,           0.0057089,                   0,               0.927,             0.92792,             0.96541,              0.7083,            0.018401,           0.0023683,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.028175,           0.0057037,                   0,             0.92871,             0.92698,             0.96551,             0.70883,            0.018298,           0.0023591,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.028461,           0.0055893,                   0,             0.93401,             0.92452,             0.96674,               0.714,            0.018194,           0.0023531,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.028115,           0.0056897,                   0,             0.92804,             0.92764,             0.96737,             0.71438,            0.018089,           0.0023362,                   0,            0.006139,            0.006139,            0.006139
                  41,             0.02792,           0.0056386,                   0,             0.92947,             0.93474,             0.96957,             0.71902,            0.017959,           0.0023071,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.027829,           0.0055458,                   0,             0.93465,             0.93269,             0.96956,             0.72019,            0.017907,            0.002305,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.028007,           0.0055116,                   0,             0.93558,              0.9322,              0.9695,              0.7223,            0.017794,           0.0022943,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.027641,           0.0055616,                   0,              0.9359,             0.93529,             0.96976,             0.72496,            0.017675,           0.0022782,                   0,            0.005743,            0.005743,            0.005743
                  45,             0.02748,           0.0056217,                   0,             0.93192,             0.93452,             0.96937,             0.72586,            0.017623,            0.002264,                   0,            0.005644,            0.005644,            0.005644
                  46,             0.02748,           0.0055837,                   0,              0.9319,             0.93966,             0.97061,             0.72822,            0.017558,           0.0022541,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.027189,           0.0055171,                   0,             0.93763,             0.93961,             0.97105,             0.72982,            0.017423,           0.0022481,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.027226,           0.0055232,                   0,             0.94166,             0.93704,             0.97199,             0.73292,              0.0173,           0.0022333,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.026761,           0.0054668,                   0,             0.93569,             0.93907,              0.9723,             0.73503,            0.017171,            0.002221,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.026991,           0.0054741,                   0,             0.94254,             0.93462,             0.97315,               0.737,            0.017101,           0.0022166,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.026892,            0.005477,                   0,             0.94141,             0.93918,              0.9739,             0.73823,            0.017066,           0.0022055,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.026934,           0.0054657,                   0,             0.94276,              0.9383,             0.97337,             0.73993,            0.016994,            0.002191,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.026963,           0.0053938,                   0,             0.94089,             0.94243,             0.97367,             0.74033,            0.016918,           0.0021871,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.026802,           0.0054867,                   0,             0.94077,             0.94291,             0.97444,             0.74237,            0.016857,           0.0021793,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.026511,            0.005373,                   0,             0.94275,             0.94327,             0.97532,             0.74483,            0.016791,           0.0021693,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.026619,           0.0054506,                   0,             0.94536,             0.94243,             0.97542,             0.74628,            0.016731,           0.0021612,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.026177,           0.0054319,                   0,             0.94422,             0.94199,             0.97573,             0.74809,            0.016671,           0.0021561,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.026218,            0.005305,                   0,             0.94545,             0.94267,             0.97614,             0.74875,            0.016598,           0.0021524,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.026253,           0.0053336,                   0,             0.94248,             0.94471,             0.97641,             0.74916,            0.016539,           0.0021487,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.026259,           0.0052295,                   0,             0.94137,             0.94756,             0.97652,              0.7507,             0.01648,           0.0021425,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.025761,           0.0052756,                   0,             0.94509,             0.94483,             0.97662,             0.75234,            0.016422,           0.0021375,                   0,             0.00406,             0.00406,             0.00406
                  62,               0.026,           0.0052858,                   0,             0.94332,             0.94748,              0.9765,             0.75283,            0.016361,           0.0021293,                   0,            0.003961,            0.003961,            0.003961
                  63,             0.02589,           0.0052254,                   0,             0.94595,             0.94656,             0.97748,             0.75461,            0.016308,           0.0021226,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.025571,             0.00522,                   0,             0.94413,             0.94857,             0.97761,             0.75567,            0.016267,           0.0021157,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.025565,           0.0052233,                   0,             0.94363,             0.94976,             0.97785,             0.75677,            0.016225,           0.0021095,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.025273,           0.0051626,                   0,             0.94375,             0.95156,             0.97815,             0.75714,            0.016186,           0.0021046,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.025176,           0.0053018,                   0,             0.94084,             0.95276,             0.97811,             0.75856,            0.016144,              0.0021,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.024876,           0.0052039,                   0,             0.94326,             0.95115,             0.97806,             0.75899,            0.016106,           0.0020948,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.025147,           0.0051972,                   0,             0.94453,             0.95192,             0.97837,             0.75971,            0.016077,           0.0020893,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.025057,           0.0051525,                   0,             0.94451,             0.95204,             0.97859,             0.76056,            0.016037,           0.0020847,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.024776,           0.0050553,                   0,             0.94512,             0.95222,             0.97907,             0.76131,               0.016,           0.0020792,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.024981,           0.0051823,                   0,             0.94366,             0.95361,             0.97928,             0.76229,             0.01596,           0.0020745,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.024586,           0.0050677,                   0,             0.94294,             0.95445,             0.97941,             0.76291,             0.01592,           0.0020699,                   0,            0.002872,            0.002872,            0.002872
                  74,             0.02483,           0.0051033,                   0,             0.94502,             0.95443,             0.97963,             0.76413,            0.015883,           0.0020646,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.024102,           0.0050001,                   0,             0.94527,             0.95493,             0.97982,             0.76517,            0.015841,           0.0020603,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.024419,           0.0050811,                   0,             0.94776,             0.95296,              0.9801,             0.76577,             0.01581,           0.0020564,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.024353,           0.0049677,                   0,             0.94737,             0.95409,             0.98043,             0.76635,            0.015784,           0.0020523,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.024065,           0.0048879,                   0,             0.94813,             0.95276,             0.98047,             0.76691,            0.015757,           0.0020486,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.023892,           0.0049368,                   0,             0.94967,             0.95072,             0.98068,             0.76759,            0.015728,           0.0020449,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.023652,           0.0049498,                   0,             0.95046,             0.95001,             0.98114,             0.76793,              0.0157,           0.0020417,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.023438,           0.0048425,                   0,             0.95092,             0.94964,             0.98126,             0.76822,            0.015671,           0.0020379,                   0,             0.00208,             0.00208,             0.00208
                  82,             0.02382,           0.0048378,                   0,             0.94945,             0.95271,             0.98143,             0.76892,            0.015642,           0.0020341,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.023628,           0.0048614,                   0,             0.95041,             0.95216,             0.98161,             0.76949,            0.015613,             0.00203,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.023264,           0.0048562,                   0,             0.95059,             0.95276,              0.9816,             0.77051,            0.015587,           0.0020266,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.023275,            0.004748,                   0,              0.9507,             0.95337,             0.98163,             0.77097,            0.015563,           0.0020231,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.022746,           0.0048179,                   0,             0.94979,             0.95493,             0.98179,             0.77175,            0.015536,           0.0020195,                   0,            0.001585,            0.001585,            0.001585
                  87,             0.02284,           0.0047759,                   0,             0.94983,             0.95565,             0.98193,             0.77235,            0.015511,           0.0020158,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.022648,           0.0047015,                   0,             0.94928,             0.95601,               0.982,             0.77266,            0.015485,            0.002013,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.022699,           0.0047502,                   0,             0.94972,             0.95576,             0.98209,             0.77294,             0.01546,           0.0020098,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.022679,           0.0047056,                   0,             0.95006,             0.95576,             0.98223,             0.77338,            0.015434,           0.0020064,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.022389,           0.0047575,                   0,             0.95007,               0.956,             0.98238,             0.77422,            0.015409,           0.0020031,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.022353,           0.0047575,                   0,             0.95045,             0.95649,             0.98248,             0.77487,            0.015384,           0.0019998,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.022029,           0.0047033,                   0,             0.95046,             0.95649,             0.98255,             0.77533,            0.015361,           0.0019965,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.022138,           0.0046297,                   0,             0.95128,             0.95649,             0.98282,             0.77576,            0.015336,           0.0019932,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.021858,            0.004544,                   0,             0.95246,             0.95594,             0.98294,             0.77663,            0.015311,           0.0019898,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.021711,           0.0045761,                   0,             0.95242,             0.95649,             0.98307,             0.77715,            0.015287,           0.0019865,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.021771,           0.0045618,                   0,             0.95244,             0.95673,              0.9832,             0.77759,            0.015265,           0.0019832,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.021605,           0.0045549,                   0,             0.95233,             0.95796,             0.98332,             0.77803,            0.015243,           0.0019801,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.021323,           0.0045816,                   0,             0.95242,             0.95781,              0.9834,             0.77832,            0.015219,           0.0019771,                   0,            0.000298,            0.000298,            0.000298
