                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 1.1927,                0.99281,                 1.4635,                0.92034,                0.87801,                0.93673,                0.66386,                0.98362,                 1.1084,                 1.2602,               0.007129,               0.007129,               0.007129
                     31,                 1.1807,                0.97086,                 1.4576,                0.94133,                0.88461,                0.94154,                0.66783,                0.97838,                 1.1684,                 1.2461,                0.00703,                0.00703,                0.00703
                     32,                 1.1686,                0.96076,                 1.4529,                0.93663,                0.88425,                0.94527,                0.67309,                0.97245,                 1.1774,                 1.2408,               0.006931,               0.006931,               0.006931
                     33,                 1.1628,                0.94208,                 1.4401,                0.93967,                0.88035,                0.94346,                0.67231,                0.96489,                 1.1231,                 1.2506,               0.006832,               0.006832,               0.006832
                     34,                 1.1495,                0.94841,                 1.4368,                0.94177,                0.88563,                0.94434,                0.67334,                0.94884,                  1.198,                 1.2284,               0.006733,               0.006733,               0.006733
                     35,                 1.1388,                0.93726,                 1.4286,                0.94097,                0.88819,                0.94509,                0.67591,                0.95444,                 1.0148,                 1.2266,               0.006634,               0.006634,               0.006634
                     36,                 1.1391,                0.92681,                 1.4277,                0.94586,                0.88563,                0.94696,                 0.6765,                0.94821,                 1.0403,                  1.215,               0.006535,               0.006535,               0.006535
                     37,                 1.1361,                0.91041,                 1.4263,                0.95417,                0.89132,                0.95134,                0.68549,                0.93395,                 1.1945,                 1.2223,               0.006436,               0.006436,               0.006436
                     38,                 1.1302,                0.90845,                 1.4273,                0.94034,                0.90029,                0.95039,                0.68288,                0.93134,                 1.1009,                 1.2062,               0.006337,               0.006337,               0.006337
                     39,                 1.1165,                0.89201,                 1.4134,                0.94683,                0.89443,                0.94952,                0.68698,                 0.9242,                 1.0312,                   1.21,               0.006238,               0.006238,               0.006238
                     40,                 1.1041,                 0.8811,                 1.3992,                 0.9415,                0.89668,                0.95015,                0.68747,                0.93465,                0.92571,                 1.2113,               0.006139,               0.006139,               0.006139
                     41,                 1.0983,                0.88584,                 1.4038,                0.96086,                0.88446,                0.95316,                0.69091,                0.92016,                 1.0372,                 1.1979,                0.00604,                0.00604,                0.00604
                     42,                 1.0985,                0.87733,                 1.4025,                0.95284,                0.88874,                0.95436,                0.69098,                 0.9206,                 1.0086,                 1.1972,               0.005941,               0.005941,               0.005941
                     43,                 1.0874,                0.86313,                 1.3939,                0.94903,                0.89912,                0.95599,                0.69521,                0.89688,                0.94662,                 1.1832,               0.005842,               0.005842,               0.005842
                     44,                 1.0794,                0.86496,                 1.3829,                0.95382,                0.89635,                 0.9554,                0.69846,                0.89608,                0.89829,                 1.1791,               0.005743,               0.005743,               0.005743
                     45,                 1.0711,                0.84833,                 1.3749,                0.94959,                0.89491,                0.95442,                0.70155,                0.90061,                0.98398,                  1.186,               0.005644,               0.005644,               0.005644
                     46,                 1.0721,                0.83557,                 1.3741,                0.95104,                0.90004,                0.95277,                0.70184,                0.89897,                 1.1177,                 1.1841,               0.005545,               0.005545,               0.005545
                     47,                 1.0692,                0.84258,                 1.3783,                0.94719,                0.90461,                0.95398,                0.70092,                0.89348,                0.97483,                 1.1786,               0.005446,               0.005446,               0.005446
                     48,                 1.0634,                0.82932,                  1.374,                0.95005,                0.90147,                0.95589,                0.70532,                0.89751,                   1.02,                 1.1798,               0.005347,               0.005347,               0.005347
                     49,                 1.0594,                0.81945,                 1.3613,                0.95589,                 0.9025,                0.95729,                0.70922,                0.90091,                0.94566,                  1.175,               0.005248,               0.005248,               0.005248
                     50,                 1.0387,                0.80671,                 1.3541,                0.95666,                0.89971,                 0.9567,                0.70753,                0.88459,                0.93731,                 1.1675,               0.005149,               0.005149,               0.005149
                     51,                 1.0484,                0.82432,                 1.3516,                0.96582,                0.89326,                0.95725,                0.71168,                 0.8814,                0.88441,                 1.1658,                0.00505,                0.00505,                0.00505
                     52,                 1.0353,                0.80109,                 1.3461,                0.95496,                 0.9085,                0.95836,                0.71225,                0.88546,                0.83056,                 1.1661,               0.004951,               0.004951,               0.004951
                     53,                 1.0352,                0.79854,                 1.3434,                0.96191,                0.90147,                0.95912,                0.71195,                 0.8838,                0.79863,                 1.1629,               0.004852,               0.004852,               0.004852
                     54,                 1.0216,                0.77517,                 1.3375,                0.96717,                0.90264,                0.96003,                0.71449,                 0.8846,                0.84545,                 1.1661,               0.004753,               0.004753,               0.004753
                     55,                 1.0204,                0.77635,                 1.3314,                 0.9707,                0.89736,                0.96254,                0.71672,                0.87451,                0.84224,                 1.1643,               0.004654,               0.004654,               0.004654
                     56,                 1.0246,                0.77815,                 1.3366,                0.95516,                0.91613,                0.96161,                0.71712,                0.87824,                 0.8988,                 1.1656,               0.004555,               0.004555,               0.004555
                     57,                 1.0213,                0.78205,                 1.3391,                0.96103,                 0.9111,                0.95954,                0.71742,                0.87242,                0.87041,                 1.1644,               0.004456,               0.004456,               0.004456
                     58,                 1.0044,                0.77943,                 1.3246,                0.95815,                0.91305,                0.96121,                0.71769,                0.87076,                 0.8207,                 1.1568,               0.004357,               0.004357,               0.004357
                     59,                 1.0035,                0.77487,                 1.3279,                0.95089,                0.91261,                0.96103,                0.71909,                0.87314,                0.86074,                 1.1605,               0.004258,               0.004258,               0.004258
                     60,                0.99593,                0.76191,                 1.3157,                0.94849,                0.91796,                0.96195,                0.71896,                0.86979,                0.82066,                 1.1611,               0.004159,               0.004159,               0.004159
                     61,                0.98438,                 0.7468,                 1.3132,                0.95672,                0.91613,                0.96348,                0.72338,                0.86648,                0.80733,                 1.1577,                0.00406,                0.00406,                0.00406
                     62,                0.98339,                0.75197,                 1.3167,                0.95494,                0.91989,                0.96316,                0.72414,                0.86102,                0.80188,                 1.1534,               0.003961,               0.003961,               0.003961
                     63,                0.97781,                0.74095,                 1.3057,                0.95701,                0.91789,                0.96211,                0.72355,                0.85832,                0.76729,                  1.152,               0.003862,               0.003862,               0.003862
                     64,                0.97086,                0.72841,                 1.2962,                0.95547,                0.91867,                0.96407,                0.72568,                0.85374,                0.72285,                 1.1477,               0.003763,               0.003763,               0.003763
                     65,                0.96157,                0.72357,                 1.2899,                0.95999,                0.91477,                0.96398,                0.72679,                0.85547,                0.77494,                 1.1473,               0.003664,               0.003664,               0.003664
                     66,                0.95899,                0.72331,                 1.2964,                0.96663,                0.91261,                0.96197,                 0.7241,                0.85665,                0.76974,                 1.1515,               0.003565,               0.003565,               0.003565
                     67,                0.97104,                0.73834,                 1.3056,                0.96347,                0.91267,                 0.9617,                 0.7258,                0.85431,                0.73385,                  1.151,               0.003466,               0.003466,               0.003466
                     68,                0.95345,                 0.7073,                 1.2871,                0.96661,                0.91496,                0.96299,                0.72855,                0.85139,                 0.6992,                 1.1477,               0.003367,               0.003367,               0.003367
                     69,                0.94016,                0.70412,                 1.2788,                  0.967,                0.91099,                0.96107,                0.72787,                0.85026,                0.69661,                 1.1451,               0.003268,               0.003268,               0.003268
                     70,                0.93843,                0.70251,                 1.2848,                0.96992,                0.91085,                0.96229,                0.72903,                0.84863,                0.70963,                 1.1439,               0.003169,               0.003169,               0.003169
                     71,                0.93607,                0.68787,                  1.273,                0.96878,                0.91144,                0.96238,                0.72855,                0.84919,                0.72688,                 1.1455,                0.00307,                0.00307,                0.00307
                     72,                0.93724,                0.69247,                 1.2697,                0.97023,                 0.9132,                0.96326,                0.73091,                0.84637,                0.74802,                 1.1448,               0.002971,               0.002971,               0.002971
                     73,                0.92015,                0.69206,                 1.2606,                0.97072,                0.91026,                0.96318,                0.72958,                0.84647,                0.74183,                 1.1431,               0.002872,               0.002872,               0.002872
                     74,                 0.9244,                0.69063,                 1.2713,                0.96781,                0.91703,                0.96362,                0.73068,                0.84779,                 0.7355,                  1.142,               0.002773,               0.002773,               0.002773
                     75,                0.91069,                0.68056,                  1.251,                0.96365,                0.91789,                0.96259,                 0.7321,                0.84519,                0.74303,                 1.1415,               0.002674,               0.002674,               0.002674
                     76,                0.90095,                0.67242,                 1.2513,                0.96147,                0.91965,                0.96177,                 0.7336,                0.84219,                0.73153,                 1.1392,               0.002575,               0.002575,               0.002575
                     77,                0.91254,                0.66272,                 1.2561,                0.96162,                0.92023,                0.96208,                0.73551,                0.83989,                0.73922,                 1.1388,               0.002476,               0.002476,               0.002476
                     78,                0.89919,                0.66838,                 1.2565,                0.96378,                0.92066,                0.96187,                0.73557,                0.83981,                0.74869,                 1.1387,               0.002377,               0.002377,               0.002377
                     79,                0.90752,                0.66357,                 1.2562,                0.96455,                0.92023,                0.96288,                0.73679,                 0.8386,                0.75497,                 1.1383,               0.002278,               0.002278,               0.002278
                     80,                 0.8914,                0.65479,                 1.2498,                 0.9679,                0.91965,                0.96469,                0.73763,                0.83741,                 0.7532,                 1.1375,               0.002179,               0.002179,               0.002179
                     81,                 0.8847,                0.64745,                 1.2367,                0.96114,                0.92493,                0.96576,                0.73839,                0.83652,                0.75683,                 1.1358,                0.00208,                0.00208,                0.00208
                     82,                0.87044,                  0.638,                 1.2215,                0.96484,                0.92023,                  0.966,                0.73901,                0.83587,                0.74984,                 1.1342,               0.001981,               0.001981,               0.001981
                     83,                0.87743,                0.62332,                  1.228,                0.96275,                0.92258,                0.96543,                0.73897,                0.83574,                0.74594,                 1.1338,               0.001882,               0.001882,               0.001882
                     84,                0.87673,                0.62858,                 1.2286,                 0.9656,                0.92204,                 0.9655,                0.73897,                0.83566,                0.73612,                  1.133,               0.001783,               0.001783,               0.001783
                     85,                0.86976,                0.61442,                 1.2239,                0.96736,                0.92126,                0.96598,                  0.739,                0.83555,                0.72803,                 1.1325,               0.001684,               0.001684,               0.001684
                     86,                0.86348,                0.61682,                 1.2187,                0.96943,                0.91906,                0.96666,                0.74057,                0.83371,                0.72391,                 1.1308,               0.001585,               0.001585,               0.001585
                     87,                0.85633,                0.61846,                  1.213,                0.96848,                0.91908,                0.96512,                0.74019,                0.83234,                0.71611,                 1.1294,               0.001486,               0.001486,               0.001486
                     88,                0.84803,                0.59983,                 1.2055,                0.96547,                0.91827,                0.96476,                0.74078,                0.83177,                0.71116,                 1.1285,               0.001387,               0.001387,               0.001387
                     89,                0.84891,                0.60685,                 1.2125,                0.96811,                0.92023,                 0.9661,                0.74083,                0.83238,                0.70922,                  1.129,               0.001288,               0.001288,               0.001288
                     90,                0.83511,                0.58959,                 1.2023,                0.96776,                0.92023,                0.96639,                 0.7404,                0.83208,                0.70499,                 1.1297,               0.001189,               0.001189,               0.001189
                     91,                0.83727,                0.59061,                  1.201,                0.96797,                0.91789,                0.96643,                0.74033,                0.83157,                0.70574,                 1.1296,                0.00109,                0.00109,                0.00109
                     92,                0.83144,                0.59125,                 1.2031,                0.96729,                0.91936,                0.96613,                0.74034,                0.83102,                0.70491,                 1.1298,               0.000991,               0.000991,               0.000991
                     93,                0.82602,                0.58527,                 1.1888,                0.96731,                0.91994,                0.96637,                0.74048,                0.82995,                0.70536,                  1.129,               0.000892,               0.000892,               0.000892
                     94,                  0.825,                0.58025,                 1.1936,                0.96614,                0.92258,                0.96691,                0.74066,                0.83005,                0.70372,                 1.1295,               0.000793,               0.000793,               0.000793
                     95,                0.81712,                0.56598,                 1.1894,                0.96738,                0.92199,                0.96693,                0.73972,                0.82997,                0.70126,                 1.1292,               0.000694,               0.000694,               0.000694
                     96,                0.82302,                0.58049,                 1.1975,                0.96737,                0.92168,                 0.9669,                 0.7399,                0.82981,                0.69925,                 1.1293,               0.000595,               0.000595,               0.000595
                     97,                0.80692,                 0.5725,                 1.1835,                0.96918,                0.92082,                0.96685,                0.74083,                0.82922,                0.69718,                 1.1292,               0.000496,               0.000496,               0.000496
                     98,                0.81254,                0.56515,                 1.1875,                0.97091,                0.91989,                0.96681,                0.74093,                0.82917,                0.69659,                 1.1294,               0.000397,               0.000397,               0.000397
                     99,                0.80781,                0.56764,                 1.1885,                0.97035,                0.92134,                0.96693,                0.74133,                0.82915,                0.69544,                 1.1297,               0.000298,               0.000298,               0.000298
